,user_id,tweet_id,created_at,text,sentiment
0,elonmusk,1350577525769043979,2021-01-16 22:55:49,@MrBeastYT I whistle,0.0
1,elonmusk,1350254430512361474,2021-01-16 01:31:57,@DMC_Ryan @C_R_H_M @Tesla Cybertruck doesn’t need a garage,-0.10000000149011612
2,elonmusk,1350253896267083776,2021-01-16 01:29:50,@DMC_Ryan @Tesla It will be awesome,0.800000011920929
3,elonmusk,1350253575344152583,2021-01-16 01:28:33,@owenshift Good point,0.800000011920929
4,elonmusk,1350251607737442310,2021-01-16 01:20:44,@signalapp Your server-side code is doing too much,-0.5
5,elonmusk,1350203005971398659,2021-01-15 22:07:36,@Wikipedia Happy birthday Wikipedia! So glad you exist.,0.800000011920929
6,elonmusk,1350201582827302913,2021-01-15 22:01:57,@TheOnion Guess you been watching Cobra Kai,0.10000000149011612
7,elonmusk,1350011037039415296,2021-01-15 09:24:47,@SuperclusterHQ @w00ki33 Fallout New Texas,0.10000000149011612
8,elonmusk,1349995606387912704,2021-01-15 08:23:28,@Breedlove22 @benmezrich Only Chuck Norris can divide by zero,-0.4000000059604645
9,elonmusk,1349994270627926017,2021-01-15 08:18:10,@Cerberu21014829 @Breedlove22 @benmezrich Good point,0.800000011920929
10,elonmusk,1349977642708168704,2021-01-15 07:12:06,"@Breedlove22 @benmezrich The thing we call money is just an information system for labor allocation. 

What actuall… https://t.co/JZ6zmQGBO3",-0.10000000149011612
11,elonmusk,1349970666477527042,2021-01-15 06:44:22,"Monty Python is amazing
https://t.co/UJq94IWT88",0.8999999761581421
12,elonmusk,1349961119054639105,2021-01-15 06:06:26,@RationalEtienne @tobyliiiiiiiiii @Erdayastronaut They sure can twist the knife in that show!,0.699999988079071
13,elonmusk,1349957857446391808,2021-01-15 05:53:28,@tobyliiiiiiiiii @Erdayastronaut Probably wise,0.0
14,elonmusk,1349956371127672834,2021-01-15 05:47:34,@Erdayastronaut We’re making major improvements to ease of engine swap. Needs to be a few hours at most.,0.10000000149011612
15,elonmusk,1349954804999725056,2021-01-15 05:41:21,"@PPathole @johnkrausphotos @SpaceX Two of the engines need slight repairs, so will be switched out",-0.20000000298023224
16,elonmusk,1349949822795706369,2021-01-15 05:21:33,@johnkrausphotos @SpaceX Nice shot,0.0
17,elonmusk,1349948702778134529,2021-01-15 05:17:06,"@realOmarAbdalah We don’t have high school internships, but please apply when you’re in college!",0.5
18,elonmusk,1349818740725084161,2021-01-14 20:40:40,"@skorusARK Prototypes are easy, volume production is hard, positive cash flow is  excruciating",0.5
19,elonmusk,1349582915496267776,2021-01-14 05:03:35,@Tesla Physics,0.30000001192092896
20,elonmusk,1349564729417756672,2021-01-14 03:51:19,"RT @SpaceX: Splashdown of Dragon confirmed, completing SpaceX’s 21st @Space_Station resupply mission and the first return of a cargo resupp…",0.0
21,elonmusk,1349478110027280386,2021-01-13 22:07:08,@Erdayastronaut Detanking &amp; inspections now. Good progress towards our “Hop in &amp; go to Mars!” goal.,0.20000000298023224
22,elonmusk,1349473054699769859,2021-01-13 21:47:02,All three static fires completed &amp; no RUDs!,0.0
23,elonmusk,1349472264039915522,2021-01-13 21:43:54,"@justpaulinelol @Erdayastronaut @SpaceX Wow, a lot has happened in 10 years!",0.0
24,elonmusk,1349467515030822913,2021-01-13 21:25:02,@OfficialJlipper Fair enough haha,0.8999999761581421
25,elonmusk,1349466269121179653,2021-01-13 21:20:05,https://t.co/ho7yGXAS3a,0.30000001192092896
26,elonmusk,1349459692515434502,2021-01-13 20:53:57,@NASASpaceflight Sea shanty tiktok takes it to a new level with actual pirate ships,0.20000000298023224
27,elonmusk,1349458089020436481,2021-01-13 20:47:34,@ConnectDotsToo Sure,0.0
28,elonmusk,1349432529657294848,2021-01-13 19:06:00,Today at SpaceX is about practicing Starship engine starts. Ship is held down by massive pins while engines are fir… https://t.co/QtIiWLxXPl,-0.30000001192092896
29,elonmusk,1349367758102929411,2021-01-13 14:48:38,@Tesmanian_com As promised,0.4000000059604645
30,elonmusk,1349286488618491904,2021-01-13 09:25:42,Legalize comedy,0.20000000298023224
31,elonmusk,1349265937392930816,2021-01-13 08:04:02,@lvladimirovBG You can steal our name/logos &amp; we probably won’t sue you,-0.699999988079071
32,elonmusk,1349187570647920640,2021-01-13 02:52:38,@arstechnica @SciGuySpace We’re just trying to get people to Mars. Help would be appreciated.,-0.20000000298023224
33,elonmusk,1349166774646943746,2021-01-13 01:30:00,"@SpaceX @Space_Station One day, we will get a camera up there that also shows the star field in the background",-0.10000000149011612
34,elonmusk,1349165584995512320,2021-01-13 01:25:16,RT @SpaceX: Separation confirmed! Dragon performing 3 departure burns to move away from the @Space_Station https://t.co/G27ohWvnXj,0.0
35,elonmusk,1349150721548148737,2021-01-13 00:26:12,@lexfridman Suicide is more than double homicide https://t.co/MvWGPs9uQE,-0.6000000238418579
36,elonmusk,1349150148996308994,2021-01-13 00:23:56,@lexfridman Absolutely,0.20000000298023224
37,elonmusk,1349129669258448897,2021-01-12 23:02:33,"Hey you …
Yeah you Queen …
You’re gonna make it! 💕💕 https://t.co/LrqdIrbIyd",0.5
38,elonmusk,1349100352436637698,2021-01-12 21:06:03,"@TheOldManPar @DJSnM @MachinePix Hate to say it, but might be true",0.10000000149011612
39,elonmusk,1349088593390825474,2021-01-12 20:19:20,@MachinePix The robot future is coming,0.10000000149011612
40,elonmusk,1349086247772368900,2021-01-12 20:10:00,"@wonderofscience @physicsJ 300km every millisecond, but there are times I wish it were faster",0.0
41,elonmusk,1348961820254625793,2021-01-12 11:55:35,https://t.co/TKkruvgBth https://t.co/ocy2gFRYvN,0.30000001192092896
42,elonmusk,1348955549128396800,2021-01-12 11:30:39,@iamdevloper https://t.co/BkKeiIicYe,0.30000001192092896
43,elonmusk,1348954103695740929,2021-01-12 11:24:55,Mus protec 👶 yoda https://t.co/1dvhG0nTkU,0.30000001192092896
44,elonmusk,1348947724578791427,2021-01-12 10:59:34,@roscosmos Он был великолепен,0.30000001192092896
45,elonmusk,1348823685445136385,2021-01-12 02:46:41,@RationalEtienne @TheBabylonBee This is an important distinction,0.30000001192092896
46,elonmusk,1348763894047625216,2021-01-11 22:49:05,@ValaAfshar Much more than this &amp; increasing rapidly,-0.10000000149011612
47,elonmusk,1348760502256562176,2021-01-11 22:35:37,@CodingMark @flcnhvy It is,0.10000000149011612
48,elonmusk,1348719149686673409,2021-01-11 19:51:17,"@archillect Once in a while, something happens that is even better than we imagined",0.8999999761581421
49,elonmusk,1348716679774265344,2021-01-11 19:41:29,@skorusARK The factory is the product,0.10000000149011612
50,elonmusk,1348689798681272325,2021-01-11 17:54:40,@AustinTeslaClub @TheBabylonBee Probably commenting on @signalapp will do more,0.0
51,elonmusk,1348689448221990917,2021-01-11 17:53:16,@PPathole I bought the replacement glass from a junkyard for $20. They’re great places to get spare parts.,0.4000000059604645
52,elonmusk,1348688644173934593,2021-01-11 17:50:04,@TheBabylonBee A lot of people are going to be super unhappy with West Coast high tech as the de facto arbiter of free speech,-0.800000011920929
53,elonmusk,1348506592518438914,2021-01-11 05:46:40,@alexandersibert @signalapp Already donated to Signal a year ago. Will donate more.,0.4000000059604645
54,elonmusk,1348127793763086337,2021-01-10 04:41:27,@benmezrich I am primarily trying to advance two causes: sustainable energy &amp; extending life/consciousness beyond E… https://t.co/VYBfaVHkys,0.20000000298023224
55,elonmusk,1348123652110254080,2021-01-10 04:25:00,@song_wooseok @GerberKawasaki @benmezrich 🤣🤣,0.4000000059604645
56,elonmusk,1348043839022370817,2021-01-09 23:07:51,@Ragazaga5 @SpacePadreIsle Maybe a Tesla AI day later this year,0.0
57,elonmusk,1348043324741980160,2021-01-09 23:05:48,@SpacePadreIsle The Prancing Pony?,0.0
58,elonmusk,1348017194349694978,2021-01-09 21:21:58,@BoredElonMusk 🤣🤣,0.4000000059604645
59,elonmusk,1348007662491820033,2021-01-09 20:44:06,@erigganewmoney 😢,0.0
60,elonmusk,1347981684021501952,2021-01-09 19:00:52,@mayemusk It’s true,0.5
61,elonmusk,1347981380710383616,2021-01-09 18:59:40,"@glenn22x @woketopiansa Yes, but not for long",-0.10000000149011612
62,elonmusk,1347980683352838144,2021-01-09 18:56:53,"@woketopiansa Yeah, they seemed optimistic too",0.8999999761581421
63,elonmusk,1347978218494513152,2021-01-09 18:47:06,"My 14-year-old son, Saxon, said he feels like 2021 will be a good year. I agree. Let us all make it so.",0.5
64,elonmusk,1347977636555853827,2021-01-09 18:44:47,@Erdayastronaut @SpaceX Was also thinking that SpaceX Boca should hold fun parties and give tours for the community from time to time,0.30000001192092896
65,elonmusk,1347977322364694528,2021-01-09 18:43:32,"@Erdayastronaut @SpaceX I super support public spaces around our production &amp; launch sites, wherever it can be done… https://t.co/wmqWcT2WFH",0.4000000059604645
66,elonmusk,1347976356135518211,2021-01-09 18:39:42,@Christo49699922 @sean18743005 @Erdayastronaut @SpaceX That too,0.0
67,elonmusk,1347975717481418752,2021-01-09 18:37:09,@sean18743005 @Erdayastronaut @SpaceX Catapult high into the air &amp; land on the roof with a base jumping parachute (the only way to travel),0.0
68,elonmusk,1347975294729154560,2021-01-09 18:35:29,"@Erdayastronaut @SpaceX That’s actually our restaurant, but SpaceX is building a futuristic bar at the top of the h… https://t.co/z2UmtGSAoI",0.30000001192092896
69,elonmusk,1347973049958637569,2021-01-09 18:26:33,@techreview And increase fun! Hopefully.,0.6000000238418579
70,elonmusk,1347958527411724291,2021-01-09 17:28:51,@benmezrich Me neither,-0.30000001192092896
71,elonmusk,1347953968991727617,2021-01-09 17:10:44,@TonyChoMrMagic @TeslaEnergy One of the best Tesla Solar Roof installations,0.800000011920929
72,elonmusk,1347880605489328132,2021-01-09 12:19:13,"@91demigod No, but maybe one day",0.10000000149011612
73,elonmusk,1347858350717816832,2021-01-09 10:50:47,"@PPathole @engineers_feed Yes, that would be the best way to do it. A large solar field or reactor is needed for po… https://t.co/Ph6x1PlnaM",0.0
74,elonmusk,1347791590945771521,2021-01-09 06:25:30,@engineers_feed His sick beats https://t.co/8PbsgffzRp,0.5
75,elonmusk,1347688827381448704,2021-01-08 23:37:09,"@flcnhvy Probably less than a few dozen primary decision-makers. Technically, only three.",-0.10000000149011612
76,elonmusk,1347567957493260288,2021-01-08 15:36:52,"@Erdayastronaut @lexfridman Or at least the option for verification, so that the public can ascribe more credibilit… https://t.co/jU4WemVsjG",0.0
77,elonmusk,1347366324826112001,2021-01-08 02:15:39,Launch underway https://t.co/wbk7ZZ0Fqx,0.0
78,elonmusk,1347356316763705344,2021-01-08 01:35:53,"Btw, critical feedback is always super appreciated, as well as ways to donate money that really make a difference (way harder than it seems)",0.8999999761581421
79,elonmusk,1347310350438260736,2021-01-07 22:33:14,@eugenelee3 @engineers_feed Yup,0.30000001192092896
80,elonmusk,1347309686484160516,2021-01-07 22:30:35,"@engineers_feed Indirectly, an electric rocket is possible by using electricity to convert CO2+H2O —&gt; CH4+O2. This… https://t.co/fqzOtWQT9d",0.10000000149011612
81,elonmusk,1347308902304518145,2021-01-07 22:27:28,"@engineers_feed Not to get to orbit, unfortunately. In space, photon emission powered by matter-antimatter annihila… https://t.co/Y8PO10oPQN",-0.10000000149011612
82,elonmusk,1347278678779072513,2021-01-07 20:27:22,"@Teslarati @ResidentSponge This will be hard to make, as it isn’t like any other vehicle",0.10000000149011612
83,elonmusk,1347278232077312000,2021-01-07 20:25:36,@4thFromOurStar Playing the long game,0.20000000298023224
84,elonmusk,1347264476106555392,2021-01-07 19:30:56,@ashleevance True,0.30000001192092896
85,elonmusk,1347263671450288128,2021-01-07 19:27:44,"@ID_AA_Carmack I hope so. Wings don’t work on the moon at all and def not well on Mars. Also, no runways.",-0.30000001192092896
86,elonmusk,1347260847370866689,2021-01-07 19:16:31,@EricRWeinstein Hamiltonians have +2V the potential of Langrangians and a play!,0.6000000238418579
87,elonmusk,1347254119237439495,2021-01-07 18:49:47,https://t.co/2ja38Z8MRE,0.30000001192092896
88,elonmusk,1347204606414131200,2021-01-07 15:33:02,"@teslaownersSV Well, back to work …",0.10000000149011612
89,elonmusk,1347204459147902978,2021-01-07 15:32:27,@teslaownersSV How strange,0.0
90,elonmusk,1347165127036977153,2021-01-07 12:56:10,Use Signal,0.0
91,elonmusk,1347163389521350658,2021-01-07 12:49:15,@TheHackersNews Ya don’t say. Reminds me of this timeless classic … https://t.co/Gq1wayoTIr,0.20000000298023224
