,user_id,tweet_id,created_at,text
0,elonmusk,1350916326165008396,2021-01-17 21:22:05,@teslaownersSV This is a good one
1,elonmusk,1350577525769043979,2021-01-16 22:55:49,@MrBeastYT I whistle
2,elonmusk,1350254430512361474,2021-01-16 01:31:57,@DMC_Ryan @C_R_H_M @Tesla Cybertruck doesn’t need a garage
3,elonmusk,1350253896267083776,2021-01-16 01:29:50,@DMC_Ryan @Tesla It will be awesome
4,elonmusk,1350253575344152583,2021-01-16 01:28:33,@owenshift Good point
5,elonmusk,1350251607737442310,2021-01-16 01:20:44,@signalapp Your server-side code is doing too much
6,elonmusk,1350203005971398659,2021-01-15 22:07:36,@Wikipedia Happy birthday Wikipedia! So glad you exist.
7,elonmusk,1350201582827302913,2021-01-15 22:01:57,@TheOnion Guess you been watching Cobra Kai
8,elonmusk,1350011037039415296,2021-01-15 09:24:47,@SuperclusterHQ @w00ki33 Fallout New Texas
9,elonmusk,1349995606387912704,2021-01-15 08:23:28,@Breedlove22 @benmezrich Only Chuck Norris can divide by zero
10,elonmusk,1349994270627926017,2021-01-15 08:18:10,@Cerberu21014829 @Breedlove22 @benmezrich Good point
11,elonmusk,1349977642708168704,2021-01-15 07:12:06,"@Breedlove22 @benmezrich The thing we call money is just an information system for labor allocation. 

What actuall… https://t.co/JZ6zmQGBO3"
12,elonmusk,1349970666477527042,2021-01-15 06:44:22,"Monty Python is amazing
https://t.co/UJq94IWT88"
13,elonmusk,1349961119054639105,2021-01-15 06:06:26,@RationalEtienne @tobyliiiiiiiiii @Erdayastronaut They sure can twist the knife in that show!
14,elonmusk,1349957857446391808,2021-01-15 05:53:28,@tobyliiiiiiiiii @Erdayastronaut Probably wise
15,elonmusk,1349956371127672834,2021-01-15 05:47:34,@Erdayastronaut We’re making major improvements to ease of engine swap. Needs to be a few hours at most.
16,elonmusk,1349954804999725056,2021-01-15 05:41:21,"@PPathole @johnkrausphotos @SpaceX Two of the engines need slight repairs, so will be switched out"
17,elonmusk,1349949822795706369,2021-01-15 05:21:33,@johnkrausphotos @SpaceX Nice shot
18,elonmusk,1349948702778134529,2021-01-15 05:17:06,"@realOmarAbdalah We don’t have high school internships, but please apply when you’re in college!"
19,elonmusk,1349818740725084161,2021-01-14 20:40:40,"@skorusARK Prototypes are easy, volume production is hard, positive cash flow is  excruciating"
20,elonmusk,1349582915496267776,2021-01-14 05:03:35,@Tesla Physics
21,elonmusk,1349564729417756672,2021-01-14 03:51:19,"RT @SpaceX: Splashdown of Dragon confirmed, completing SpaceX’s 21st @Space_Station resupply mission and the first return of a cargo resupp…"
22,elonmusk,1349478110027280386,2021-01-13 22:07:08,@Erdayastronaut Detanking &amp; inspections now. Good progress towards our “Hop in &amp; go to Mars!” goal.
23,elonmusk,1349473054699769859,2021-01-13 21:47:02,All three static fires completed &amp; no RUDs!
24,elonmusk,1349472264039915522,2021-01-13 21:43:54,"@justpaulinelol @Erdayastronaut @SpaceX Wow, a lot has happened in 10 years!"
25,elonmusk,1349467515030822913,2021-01-13 21:25:02,@OfficialJlipper Fair enough haha
26,elonmusk,1349466269121179653,2021-01-13 21:20:05,https://t.co/ho7yGXAS3a
27,elonmusk,1349459692515434502,2021-01-13 20:53:57,@NASASpaceflight Sea shanty tiktok takes it to a new level with actual pirate ships
28,elonmusk,1349458089020436481,2021-01-13 20:47:34,@ConnectDotsToo Sure
29,elonmusk,1349432529657294848,2021-01-13 19:06:00,Today at SpaceX is about practicing Starship engine starts. Ship is held down by massive pins while engines are fir… https://t.co/QtIiWLxXPl
30,elonmusk,1349367758102929411,2021-01-13 14:48:38,@Tesmanian_com As promised
31,elonmusk,1349286488618491904,2021-01-13 09:25:42,Legalize comedy
32,elonmusk,1349265937392930816,2021-01-13 08:04:02,@lvladimirovBG You can steal our name/logos &amp; we probably won’t sue you
